schcd,school_name,distname,blkname,cluname,schmgt_desc,schmgtdet_desc,schcat_desc,school_medium,lowest_class,highest_class,school_close,Std_1,Std_2,Std_3,Std_4,Std_5,Std_6,Std_7,Std_8,Std_9,Std_10,Std_11,Std_12
27260405801,Z.P.P.SCHOOL SHIMPORE NAVE                                                                                                                                                                                                                                ,Ahilyanagar,Karjat,Khed,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,18,11,20,11,23,31,37,0,0,0,0,0
27260405802,Z.P.P.SCHOOL SHIMPORA JUNE                                                                                                                                                                                                                                ,Ahilyanagar,Karjat,Khed,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,6,4,6,0,0,0,0,0,0,0,0
27260405803,"SHRIRANG BAPU MORE VIDYALAYA, SHIMOPRE                                                                                                                                                                                                                    ",Ahilyanagar,Karjat,Khed,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,34,43,37,0,0
27260405901,Z.P.P. SCHOOL WAYSEWADI                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Khed,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,14,8,5,0,0,0,0,0,0,0,0
27260405902,Z.P.P.SCHOOL GAVALIWADA                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Khed,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,4,6,7,0,0,0,0,0,0,0,0
27260406001,Z.P.P.SCHOOL BHOSE                                                                                                                                                                                                                                        ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,21,25,18,16,0,0,0,0,0,0,0,0
27260406002,NEW ENGLISH SCHOOL BHOSE                                                                                                                                                                                                                                  ,Ahilyanagar,Karjat,Kombali,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,35,42,41,34,56,39,0,0
27260406101,Z.P.P.SCHOOL CHAKHALEWADI                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,10,4,10,0,0,0,0,0,0,0,0
27260406102,Z.P.P.SCHOOL WAGHNALI (CHAKHALE)                                                                                                                                                                                                                          ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,2,7,7,0,0,0,0,0,0,0,0
27260406201,Z.P.P.SCHOOL KAUNDANE                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,8,5,12,0,0,0,0,0,0,0,0
27260406202,Z.P.P.SCHOOL DAGADWADI                                                                                                                                                                                                                                    ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,5,8,6,0,0,0,0,0,0,0,0
27260406301,Z.P.P.SCHOOL KHANDAVI                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,12,8,15,14,19,22,20,0,0,0,0,0
27260406302,Z.P.P.SCHOOL CHAHURWADI                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,8,5,3,0,0,0,0,0,0,0,0
27260406304,Z P P SCHOOL WAKANWADI                                                                                                                                                                                                                                    ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,4,3,5,4,8,0,0,0,0,0,0,0
27260406305,"SHRI BHAIRAVNATH VIDYALAYA, KHANDAVI                                                                                                                                                                                                                      ",Ahilyanagar,Karjat,Kombali,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,"English, Hindi, Marathi, Urdu",8,10,N,0,0,0,0,0,0,0,30,32,28,0,0
27260406401,Z.P.P.SCHOOL KOMBHALI                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,28,26,35,33,0,0,0,0,0,0,0,0
27260406402,NEW ENGLISH SCHOOL KOMBHALI                                                                                                                                                                                                                               ,Ahilyanagar,Karjat,Kombali,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,29,35,39,35,35,39,26,30
27260406403,Z.P.P. SCHOOL BENDVASTI                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,13,3,7,7,0,0,0,0,0,0,0,0
27260406405,Z.P.P.SCHOOL PAWAR VASTI                                                                                                                                                                                                                                  ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,6,3,5,0,0,0,0,0,0,0,0
27260406406,Z.P.P.SCHOOL AWALE VASTI                                                                                                                                                                                                                                  ,Ahilyanagar,Karjat,Kombali,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,5,7,4,0,0,0,0,0,0,0,0
27260406407,ENGLISH MEDIUM SCHOOL KOMBHALI                                                                                                                                                                                                                            ,Ahilyanagar,Karjat,Kombali,Private (Education Dept.),Self-Financed,Primary with Upper Primary,Marathi,1,8,N,8,7,3,5,0,0,0,0,0,0,0,0
27260406501,Z.P.P.SCHOOL BAJRANGWADI                                                                                                                                                                                                                                  ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,10,6,10,0,0,0,0,0,0,0,0
27260406502,Z.P.P.SCHOOL GALANDEWADI                                                                                                                                                                                                                                  ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,11,4,8,5,0,0,0,0,0,0,0,0
27260406503,Z.P.P.SCHOOL MURKUTEVASTI                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,5,4,8,0,0,0,0,0,0,0,0
27260406601,Z.P.P.SCHOOL DHANDEWADI                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,9,7,12,3,0,0,0,0,0,0,0,0
27260406602,Z.P.P.SCHOOL DHANDEVASTI                                                                                                                                                                                                                                  ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,6,10,6,0,0,0,0,0,0,0,0
27260406701,Z.P.P.SCHOOL JALKEWADI                                                                                                                                                                                                                                    ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,12,15,14,14,0,0,0,0,0,0,0,0
27260406801,Z.P.P.SCHOOL KHATGAON                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,17,14,11,21,14,0,0,0,0,0,0,0
27260406901,Z.P.P.SCHOOL KOREGAON                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,26,28,24,48,0,0,0,0,0,0,0,0
27260406903,Z.P.P.SCHOOL MURKUTWADI                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,5,2,2,0,0,0,0,0,0,0,0
27260406904,Z.P.P.SCHOOL RAJPUTWADI                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,13,29,32,34,0,0,0,0,0,0,0,0
27260406905,Z.P.P.SCHOOL SATVAYWADI (KOREGAON)                                                                                                                                                                                                                        ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,8,8,16,0,0,0,0,0,0,0,0
27260406906,Z.P.P.SCHOOL WAGHAVASTI                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,8,5,4,0,0,0,0,0,0,0,0
27260406907,NEW ENGLISH SCHOOL KOREGAON                                                                                                                                                                                                                               ,Ahilyanagar,Karjat,Koregaon,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,63,73,76,71,86,85,57,72
27260406908,Z.P.P.SCHOOL HADOLAVASTI (KOREGAON)                                                                                                                                                                                                                       ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,10,6,4,6,0,0,0,0,0,0,0,0
27260407001,Z.P.P.SCHOOL LONIMASADPUR                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Koregaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,12,17,13,26,6,0,0,0,0,0,0,0
27260407002,"NUTAN MADHYAMIK VIDYALAYA, LONIMSADPUR                                                                                                                                                                                                                    ",Ahilyanagar,Karjat,Koregaon,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,33,30,48,42,43,47,0,0
27260407101,Z.P.P. SCHOOL BABHULGAON KHALSA                                                                                                                                                                                                                           ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,8,N,23,27,25,37,21,26,15,15,0,0,0,0
27260407102,Z.P.P.SCHOOL UDMALEVASTI                                                                                                                                                                                                                                  ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,0,3,1,0,0,0,0,0,0,0,0
27260407201,Z.P.P.SCHOOL BELGAON                                                                                                                                                                                                                                      ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,20,20,22,36,24,27,41,0,0,0,0,0
27260407202,"SHIVAJI MAHARAJ VIDYALAYA, BELGAON (KANADI)                                                                                                                                                                                                               ",Ahilyanagar,Karjat,Mirjgaon,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,24,14,14,0,0
27260407301,Z.P.P.SCHOOL DIKSAL                                                                                                                                                                                                                                       ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,14,22,18,18,11,0,0,0,0,0,0,0
27260407401,Z.P.P.SCHOOL GONDARDI                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,10,4,8,6,0,0,0,0,0,0,0,0
27260407501,Z.P.P.SCHOOL KOKANGAON                                                                                                                                                                                                                                    ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,11,7,15,9,0,6,0,0,0,0,0,0
27260407502,ARMY CADET MILITARY PATERN PUBLIC SCHOOL JYOTIBAWADI                                                                                                                                                                                                      ,Ahilyanagar,Karjat,Thergaon,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,"English, Marathi, Urdu",1,10,N,40,48,23,32,34,40,57,44,46,2,0,0
27260407601,Z.P.P.SCHOOL MIRAJGAON BOYS                                                                                                                                                                                                                               ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,8,N,37,21,29,31,41,25,31,17,0,0,0,0
27260407602,Z.P.P.SCHOOL MIRAJGAON GRILS                                                                                                                                                                                                                              ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,8,N,31,32,42,40,49,37,31,35,0,0,0,0
27260407603,Z.P.P.SCHOOL MAHADEVNAGAR                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,6,3,9,0,0,0,0,0,0,0,0
27260407604,"NUTAN MARATHI PRIMARY SCHOOL, MIRAJGAO                                                                                                                                                                                                                    ",Ahilyanagar,Karjat,Mirjgaon,Private (Education Dept.),Private Aided,Primary,Marathi,1,4,N,26,49,43,61,0,0,0,0,0,0,0,0
27260407607,"BHARAT VIDYALAYA, MIRAJGAON                                                                                                                                                                                                                               ",Ahilyanagar,Karjat,Mirjgaon,Private (Education Dept.),Private Aided,Pr. Up Pr. and Secondary Only,Marathi,5,10,N,0,0,0,0,17,33,47,47,58,68,0,0
27260407608,Z.P.P.SCHOOL SHIVACHAMALA                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,10,10,18,0,0,0,0,0,0,0,0
27260407609,Z.P.P.SCHOOL SHRIRAMNAGAR                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,13,12,14,16,0,0,0,0,0,0,0,0
27260407610,BHAUSAHEB ZAREKAR MV ASHRAM SH                                                                                                                                                                                                                            ,Ahilyanagar,Karjat,Mirjgaon,VJNT,VJNT Private Aided,Upper Pr. and Secondary,Marathi,8,10,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27260407611,"NUTAN MADHYAMIK V UCCHA MADHYAMIK VIDYALAYA,  MIRAJGAON                                                                                                                                                                                                   ",Ahilyanagar,Karjat,Mirjgaon,Private (Education Dept.),Private Aided,Pr. with Up.Pr. sec. and H.Sec.,Marathi,5,12,N,0,0,0,0,114,146,169,193,234,219,314,339
27260407612,Z.P.P.SCHOOL BAVADKAR VASTI                                                                                                                                                                                                                               ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,7,9,9,0,0,0,0,0,0,0,0
27260407615,"INDIRA MEMORIAL ENG SCH, MIRAJGAON                                                                                                                                                                                                                        ",Ahilyanagar,Karjat,Mirjgaon,Private (Education Dept.),Self-Financed,Primary with Upper Primary,Marathi,1,8,N,11,5,4,1,0,0,0,0,0,0,0,0
27260407617,"MAHATMA PHULE NUTAN Jr. COLLEGE, MIRAJGAON                                                                                                                                                                                                                ",Ahilyanagar,Karjat,Mirjgaon,Private (Education Dept.),Self-Financed,Higher Secondary only/Jr. College,Marathi,11,12,N,0,0,0,0,0,0,0,0,0,0,23,42
27260407618,"SHRI. SANT GAJANAN UCCHA MADHYAMIK VIDYALAYA, MIRAJGAON                                                                                                                                                                                                   ",Ahilyanagar,Karjat,Mirjgaon,Private (Education Dept.),Self-Financed,Higher Secondary only/Jr. College,Marathi,11,12,N,0,0,0,0,0,0,0,0,0,0,8,8
27260407701,Z.P.P.SCHOOL NAGALWADI                                                                                                                                                                                                                                    ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,28,28,29,32,0,0,0,0,0,0,0,0
27260407702,"SHREE NAGESHWAR VIDYALAYA, NAGALWADI                                                                                                                                                                                                                      ",Ahilyanagar,Karjat,Mirjgaon,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,42,34,41,45,47,42,0,0
27260407801,Z.P.P.SCHOOL NAGAPUR                                                                                                                                                                                                                                      ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,8,6,5,12,0,0,0,0,0,0,0,0
27260407802,Z.P.P.SCHOOL DATTANAGAR                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,3,3,6,0,0,0,0,0,0,0,0
27260407901,Z.P.P.SCHOOL RATANJAN                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,11,10,4,19,0,0,0,0,0,0,0,0
27260408001,Z.P.P.SCHOOL TIKHI                                                                                                                                                                                                                                        ,Ahilyanagar,Karjat,Mirjgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,6,11,7,0,0,0,0,0,0,0,0
27260408101,Z.P.P.SCHOOL ANANDWADI                                                                                                                                                                                                                                    ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,8,4,6,3,0,0,0,0,0,0,0,0
27260408201,Z.P.P.SCHOOL JALGAON                                                                                                                                                                                                                                      ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,28,30,28,24,0,0,0,0,0,0,0,0
27260408202,VITTHAL VIDYALAYA JALGAON                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Pategaon,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,79,70,91,111,131,91,73,54
27260408301,Z.P.P.SCHOOL MAHI                                                                                                                                                                                                                                         ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,13,11,21,20,0,0,0,0,0,0,0,0
27260408302,Z.P.P.SCHOOL GANGEWADI                                                                                                                                                                                                                                    ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,8,7,5,0,0,0,0,0,0,0,0
27260408401,Z.P.P.SCHOOL MALTHAN                                                                                                                                                                                                                                      ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,9,15,12,17,23,25,20,0,0,0,0,0
27260408402,NEW ENGLISH  SCHOOL MALTHAN                                                                                                                                                                                                                               ,Ahilyanagar,Karjat,Pategaon,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,34,37,40,0,0
27260408501,Z.P.P.SCHOOL NAVSARWADI                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,10,14,16,15,18,18,23,0,0,0,0,0
27260408502,OM SHIVSHANKAR VIDYALA NAVSARWADI                                                                                                                                                                                                                         ,Ahilyanagar,Karjat,Pategaon,Private (Education Dept.),Private Partially aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,25,35,47,0,0
27260408503,ZPP SCHOOL JAGTAPWASTI NAVSARW                                                                                                                                                                                                                            ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,2,3,2,0,0,0,0,0,0,0,0
27260408601,Z.P.P.SCHOOL NIMBODI                                                                                                                                                                                                                                      ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,6,7,7,0,0,0,0,0,0,0,0
27260408701,Z.P.P.SCHOOL PATEGAON                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,21,19,38,31,26,20,23,0,0,0,0,0
27260408702,Z.P.P.SCHOOL WAGHNALI                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,3,1,4,0,0,0,0,0,0,0,0
27260408704,Z. P. P. SCHOOL KHATAL VASTI                                                                                                                                                                                                                              ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,2,8,5,0,0,0,0,0,0,0,0
27260408705,Z. P. P. SCHOOL TAKLEBHISE VASTI                                                                                                                                                                                                                          ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,11,9,11,5,0,0,0,0,0,0,0,0
27260408706,Z. P. P. SCHOOL MANEWALUNJKAR VASTI                                                                                                                                                                                                                       ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,6,5,6,3,0,0,0,0,0,0,0,0
27260408707,Z. P. P. SCHOOL JEVEVASTI                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,3,10,5,0,0,0,0,0,0,0,0
27260408708,Z. P. P. SCHOOL JAGDALEVASTI                                                                                                                                                                                                                              ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,7,6,3,0,0,0,0,0,0,0,0
27260408709,Z. P. P. SCHOOL KANHOBAVASTI                                                                                                                                                                                                                              ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,8,4,6,8,0,0,0,0,0,0,0,0
27260408710,Z. P. P. SCHOOL MENGDE VASTI                                                                                                                                                                                                                              ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,3,5,2,0,0,0,0,0,0,0,0
27260408801,Z.P.P.SCHOOL SITPUR                                                                                                                                                                                                                                       ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,11,13,12,5,0,0,0,0,0,0,0,0
27260408901,Z.P.P.SCHOOL TAKLIKHANDESHVARI                                                                                                                                                                                                                            ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,11,11,17,25,0,0,0,0,0,0,0,0
27260408902,Z.P.P.SCHOOL PAWARWADI (TAKALI KHANDESHWARI)                                                                                                                                                                                                              ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,8,6,5,6,0,0,0,0,0,0,0,0
27260408903,Z.P.P.SCHOOL INDIRANAGAR                                                                                                                                                                                                                                  ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,9,8,7,17,0,0,0,0,0,0,0,0
27260408904,Dada Patil Vidyalay Takli Khandeshwari                                                                                                                                                                                                                    ,Ahilyanagar,Karjat,Pategaon,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,27,35,44,55,44,43,0,0
27260408905,DR.BABA AMBEDKAR ASHRAMSHALA                                                                                                                                                                                                                              ,Ahilyanagar,Karjat,Pategaon,Social Welfare,Social Welfare Private Un-aided,Primary with Upper Primary,Marathi,1,7,N,0,0,0,0,0,3,3,0,0,0,0,0
27260409001,Z.P.P.SCHOOL TARADGAON                                                                                                                                                                                                                                    ,Ahilyanagar,Karjat,Pategaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,4,11,16,4,9,8,11,0,0,0,0,0
27260409101,Z.P.P.SCHOOL BARADGAON DAGADI                                                                                                                                                                                                                             ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,13,16,11,25,22,31,38,0,0,0,0,0
27260409102,Z.P.P.SCHOOL BARKADEVASTI                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,15,16,8,16,0,0,0,0,0,0,0,0
27260409103,KAI. PANKUVARBAI TEJMAL SHARMA MADHYAMIK VIDYALAYA  BARADGAON DAGADI                                                                                                                                                                                      ,Ahilyanagar,Karjat,Pimpalwadi,Private (Education Dept.),Private Partially aided,Upper Pr. and Secondary,"English, Hindi, Marathi, Urdu",8,10,N,0,0,0,0,0,0,0,39,42,33,0,0
27260409104,Z.P.P.SCHOOL THORATVASTI                                                                                                                                                                                                                                  ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,"English, Hindi, Marathi, Urdu",1,4,N,6,4,4,2,0,0,0,0,0,0,0,0
27260409201,Z.P.P.SCHOOL BELVANDI                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,15,15,12,0,0,0,0,0,0,0,0
27260409301,Z.P.P.SCHOOL DHALVADI                                                                                                                                                                                                                                     ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,13,4,10,15,0,0,0,0,0,0,0,0
27260409401,KASHINATH JAIBHAI MADHYAMIK VIDYALAYA DURGAON                                                                                                                                                                                                             ,Ahilyanagar,Karjat,Pimpalwadi,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,22,29,28,35,37,39,0,0
27260409402,Z.P.P.SCHOOL DURGAON                                                                                                                                                                                                                                      ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,35,37,38,35,32,22,27,0,0,0,0,0
27260409403,Z.P.P.SCHOOL MUSALMANVASTI                                                                                                                                                                                                                                ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,8,20,11,0,0,0,0,0,0,0,0
27260409404,Z.P.P.SCHOOL THOTEWADI                                                                                                                                                                                                                                    ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,11,7,8,0,0,0,0,0,0,0,0
27260409501,NEW ENGLISH SCHOOL PIMPALWADI                                                                                                                                                                                                                             ,Ahilyanagar,Karjat,Pimpalwadi,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,29,33,43,52,50,50,0,0
27260409502,Z.P.P.SCHOOL MALVADEVASTI                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,8,10,9,9,0,0,0,0,0,0,0,0
27260409503,Z.P.P.SCHOOL PIMPALWADI                                                                                                                                                                                                                                   ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,14,16,19,31,0,0,0,0,0,0,0,0
27260409504,Z. P. P. SCHOOL SUPEKARVASTI                                                                                                                                                                                                                              ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,3,2,3,0,0,0,0,0,0,0,0
27260409505,Z. P. P. SCHOOL KALEVASTI                                                                                                                                                                                                                                 ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,2,0,7,0,0,0,0,0,0,0,0
27260409506,Z. P. P. SCHOOL POTREVASTI                                                                                                                                                                                                                                ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,0,1,3,0,0,0,0,0,0,0,0
27260409507,Z. P. P. SCHOOL BHITADEGODSEVASTI                                                                                                                                                                                                                         ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,4,12,6,0,0,0,0,0,0,0,0
27260409601,Z.P.P.SCHOOL RAKSHASWADI BUDRUK                                                                                                                                                                                                                           ,Ahilyanagar,Karjat,Pimpalwadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,14,18,27,26,0,0,0,0,0,0,0,0
